,word,word_len
190219,supersensitive,14
190220,supersensitized,15
1521,supersession,12
14809,superslasher,12
168127,supersonic,10
85819,superstar,9
55328,superstition,12
185518,superstitious,13
202670,superstitiously,15
83310,superstring,11
41219,superstructure,14
56216,supersymmetry,13
41220,supertanker,11
124123,supertax,8
57815,supertitle,10
62132,supertonic,10
104721,supertwister,12
144711,supervene,9
67752,supervention,12
163253,supervise,9
190099,supervised,10
9354,supervising,11
9353,supervision,11
94573,supervisor,10
195215,supervisory,11
160349,supinate,8
2806,supination,10
49518,supinator,9
178647,supine,6
202672,supinely,8
74668,supper,6
178934,supperless,10
140408,suppertime,10
6864,supping,7
162930,supplant,8
95232,supplanter,10
1522,supplanting,11
146879,supple,6
41222,supplejack,10
153613,supplement,10
166788,supplemental,12
166787,supplementary,13
48079,supplementation,15
47328,suppleness,10
92213,suppliant,9
92566,supplicant,10
148411,supplicate,10
8547,supplication,12
173395,supplicatory,12
94574,supplier,8
162332,supply,6
8710,supplying,9
149710,support,7
190984,supportable,11
190102,supported,9
92098,supporter,9
8350,supporting,10
190148,supportive,10
190797,supposable,10
54814,supposal,8
148064,suppose,7
185394,supposed,8
199173,supposedly,10
53946,supposition,11
174735,suppositional,13
174736,suppositious,12
174737,supposititious,14
41232,suppository,11
163088,suppress,8
41233,suppressant,11
179392,suppressed,10
50841,suppresser,10
126154,suppression,11
186264,suppressive,11
50840,suppressor,10
142689,suppurate,9
50680,suppuration,11
194384,suppurative,11
198269,supra,5
131870,suprainfection,14
181995,supranational,13
182271,supranormal,11
194387,supraocular,11
194386,supraorbital,12
5386,suprarenalectomy,16
191433,suprasegmental,14
94585,supremacist,11
134133,supremacy,9
76165,suprematism,11
94586,suprematist,11
190036,supreme,7
199973,supremely,9
94587,supremo,7
58752,sura,4
41237,surbase,7
66636,surcease,8
162266,surcharge,9
41251,surcoat,7
64474,surd,4
191303,sure,4
169499,surefooted,10
199057,surely,6
53215,sureness,8
124409,surety,6
146613,surf,4
159341,surface,7
300,surfacing,9
139790,surfactant,10
18065,surfbird,8
41249,surfboard,9
94589,surfboarder,11
3602,surfboarding,12
41250,surfboat,8
134224,surfeit,7
187044,surfeited,9
94588,surfer,6
24301,surffish,8
194388,surficial,9
3601,surfing,7
24300,surfperch,9
3603,surfriding,10
143184,surge,5
94590,surgeon,7
24931,surgeonfish,11
36657,surgery,7
166554,surgical,8
198969,surgically,10
169479,surging,7
19374,suricate,8
200795,surlily,7
43835,surliness,9
177580,surly,5
190798,surmisable,10
61544,surmisal,8
149955,surmise,7
165613,surmount,8
183479,surmountable,12
197258,surmounted,10
94492,surmounter,10
24680,surmullet,9
57722,surname,7
165426,surpass,7
183016,surpassing,10
202675,surpassingly,12
41262,surplice,8
170864,surpliced,9
182110,surplus,7
48163,surplusage,10
36802,surprint,8
4499,surprisal,9
4498,surprise,8
190184,surprised,9
202676,surprisedly,11
94595,surpriser,9
190203,surprising,10
199935,surprisingly,12
45104,surprisingness,14
185608,surreal,7
76191,surrealism,10
94596,surrealist,10
185640,surrealistic,12
59550,surrebuttal,11
59549,surrebutter,11
59551,surrejoinder,12
65712,surrender,9
177329,surrendered,11
94597,surrenderer,11
183277,surreptitious,13
202673,surreptitiously,15
41263,surrey,6
88185,surrogate,9
151838,surround,8
182843,surrounded,10
134757,surroundings,12
162168,surtax,6
57816,surtitle,8
41264,surtout,7
161245,surveil,7
5295,surveillance,12
160792,survey,6
8240,surveying,9
94603,surveyor,8
8392,survival,8
94605,survivalist,11
164879,survive,7
175382,surviving,9
94606,survivor,8
134889,susceptibility,14
190259,susceptible,11
134890,susceptibleness,15
71656,sushi,5
21857,suslik,6
94609,suspect,7
190315,suspected,9
143037,suspend,7
175428,suspended,9
27669,suspender,9
68064,suspense,8
190674,suspenseful,11
1621,suspension,10
190675,suspensive,10
26335,suspensor,9
41273,suspensory,10
53233,suspicion,9
191287,suspicious,10
200267,suspiciously,12
46055,suspiciousness,14
64589,suspiration,11
141694,suspire,7
152300,sustain,7
47377,sustainability,14
194389,sustainable,11
172242,sustained,9
95208,sustainer,9
10018,sustainment,11
10016,sustenance,10
194390,sustentacular,13
10017,sustentation,12
180824,susurrant,9
151074,susurrate,9
66965,susurration,11
180829,susurrous,9
66966,susurrus,8
94610,sutler,6
60085,sutra,5
1749,suttee,6
51750,sutura,6
41277,suture,6
5753,suturing,8
73958,suzerain,8
134145,suzerainty,10
189242,svelte,6
41280,swab,4
1982,swabbing,8
72339,swad,4
153372,swaddle,7
158323,swag,4
42666,swage,5
158710,swagger,7
94616,swaggerer,9
185117,swaggering,10
94619,swaggie,7
94617,swagman,7
86805,swain,5
151423,swallow,7
182835,swallowed,9
41290,swallowtail,11
108561,swallowwort,11
85102,swami,5
129684,swamp,5
184510,swamped,7
17954,swamphen,8
83318,swampland,9
192115,swampy,6
158370,swan,4
110180,swanflower,10
45249,swank,5
175810,swanky,6
110182,swanneck,8
161708,swap,4
83418,sward,5
165858,swarm,5
176985,swarming,8
168828,swart,5
46875,swarthiness,11
168829,swarthy,7
153956,swash,5
88028,swashbuckler,12
46077,swashbuckling,13
62381,swastika,8
994,swat,4
41295,swatch,6
128346,swath,5
41296,swathe,6
41298,swathing,8
153967,swatter,7
158316,sway,4
176315,swayback,8
176316,swaybacked,10
93302,swayer,6
149419,swear,5
94620,swearer,7
64542,swearing,8
64543,swearword,9
133780,sweat,5
41304,sweatband,9
41305,sweatbox,8
41307,sweater,7
192139,sweating,8
41313,sweats,6
41309,sweatshirt,10
41310,sweatshop,9
41312,sweatsuit,9
192140,sweaty,6
108247,swede,5
158275,sweep,5
28491,sweeper,7
192255,sweeping,8
202677,sweepingly,10
4074,sweepstake,10
4075,sweepstakes,11
53408,sweet,5
69438,sweetbread,10
69439,sweetbreads,11
116861,sweetbriar,10
116860,sweetbrier,10
146318,sweeten,7
189959,sweetened,9
71461,sweetener,9
2112,sweetening,10
184831,sweetheart,10
94626,sweetie,7
190286,sweetish,8
118833,sweetleaf,9
202678,sweetly,7
68915,sweetmeat,9
53409,sweetness,9
115825,sweetpea,8
70533,sweetsop,8
177395,swell,5
185089,swelled,7
88599,swellhead,9
179436,swelling,8
142525,swelter,7
178744,sweltering,10
178745,sweltry,7
190319,swept,5
168393,sweptback,9
190321,sweptwing,9
10447,swerve,6
10448,swerving,8
14410,swift,5
16044,swiftlet,8
197949,swiftly,7
47643,swiftness,9
154302,swig,4
70960,swill,5
6886,swilling,8
3572,swim,4
94629,swimmer,7
24493,swimmeret,9
3571,swimming,8
202680,swimmingly,10
41324,swimsuit,8
164486,swindle,7
87617,swindler,8
22278,swine,5
94633,swineherd,9
166151,swing,5
145057,swinge,6
177450,swingeing,9
94637,swinger,7
2664,swinging,8
43220,swingletree,11
186438,swingy,6
166423,swinish,7
161862,swipe,5
159918,swirl,5
181949,swirling,8
66967,swish,5
185465,swishing,8
185466,swishy,6
41336,switch,6
41337,switchblade,11
41340,switchboard,11
94640,switcher,8
1513,switcheroo,10
1511,switching,9
94644,switchman,9
133782,swither,7
41345,swivel,6
6320,swiz,4
72015,swizzle,7
152778,swob,4
185122,swollen,7
141931,swoon,5
192079,swooning,8
154553,swoop,5
161136,swoosh,6
9139,swop,4
41348,sword,5
70759,swordfish,9
187996,swordlike,9
121,swordplay,9
88955,swordsman,9
52720,swordsmanship,13
11901,swordtail,9
171463,sworn,5
161135,swosh,5
94645,swot,4
95408,sybarite,8
179201,sybaritic,9
114279,sycamore,8
122354,syconium,8
46167,sycophancy,10
94650,sycophant,9
188124,sycophantic,11
57920,syllabary,9
194392,syllabic,8
199047,syllabically,12
155674,syllabicate,11
3212,syllabication,13
64413,syllabicity,11
3213,syllabification,15
155673,syllabify,9
150488,syllabise,9
150487,syllabize,9
57496,syllable,8
189431,syllabled,9
71996,syllabub,8
60538,syllabus,8
64374,syllepsis,9
147520,syllogise,9
94656,syllogiser,10
53942,syllogism,9
94654,syllogist,9
195266,syllogistic,11
147519,syllogize,9
94655,syllogizer,10
94658,sylph,5
177601,sylphlike,9
83188,sylva,5
94659,sylvan,6
139447,sylvanite,9
139450,sylvine,7
139449,sylvite,7
128884,symbiosis,9
173498,symbiotic,9
198751,symbiotically,13
53815,symbol,6
8579,symbolatry,10
194393,symbolic,8
194394,symbolical,10
198752,symbolically,12
53817,symbolisation,13
149105,symbolise,9
94664,symboliser,10
7416,symbolising,11
61759,symbolism,9
94661,symbolist,9
3374,symbolization,13
149104,symbolize,9
94663,symbolizer,10
7415,symbolizing,11
8580,symbololatry,12
190327,symmetric,9
175050,symmetrical,11
199462,symmetrically,13
47708,symmetricalness,15
146629,symmetrise,10
146628,symmetrize,10
129354,symmetry,8
5536,sympathectomy,13
171893,sympathetic,11
199677,sympathetically,15
146955,sympathise,10
94669,sympathiser,11
157948,sympathize,10
94665,sympathizer,11
192629,sympathomimetic,15
68514,sympathy,8
190375,sympatric,9
129843,sympatry,8
183988,sympetalous,11
15446,symphilid,9
196030,symphonic,9
177899,symphonious,11
157039,symphonise,10
157038,symphonize,10
74597,symphony,8
49023,symphysion,10
132059,symphysis,9
64317,symploce,8
75159,symposium,9
132858,symptom,7
194396,symptomatic,11
199050,symptomatically,15
192036,symptomless,11
126164,synaeresis,10
53446,synaesthesia,12
194406,synaesthetic,12
41357,synagogue,9
51115,synapse,7
14814,synapsid,8
126160,synapsis,8
195472,synaptic,8
145211,sync,4
122358,syncarp,7
167500,syncarpous,10
61233,syncategorem,12
192559,syncategorematic,16
61234,syncategoreme,13
39604,synchro,7
41360,synchrocyclotron,16
41361,synchroflash,12
41362,synchromesh,11
190382,synchronal,10
128906,synchroneity,12
190398,synchronic,10
128905,synchronicity,13
8205,synchronisation,15
145210,synchronise,11
190400,synchronised,12
41371,synchroniser,12
8207,synchronising,13
128903,synchronism,11
6566,synchronization,15
145209,synchronize,11
190399,synchronized,12
41370,synchronizer,12
6568,synchronizing,13
41369,synchronoscope,14
190381,synchronous,11
202682,synchronously,13
128904,synchrony,9
41368,synchroscope,12
41367,synchrotron,11
167469,synclinal,9
144519,syncopate,9
186448,syncopated,10
64006,syncopation,11
94671,syncopator,10
67745,syncope,7
194401,syncretic,9
194402,syncretical,11
144971,syncretise,10
133953,syncretism,10
194403,syncretistic,12
194404,syncretistical,14
144970,syncretize,10
52379,syncytium,9
134389,syndactylism,12
134388,syndactyly,10
190415,syndetic,8
94672,syndic,6
75117,syndicalism,11
86063,syndicalist,11
74472,syndicate,9
9377,syndication,11
94673,syndicator,10
54674,syndrome,8
64373,synecdoche,10
180512,synecdochic,11
180513,synecdochical,13
132060,synechia,8
126165,syneresis,9
172461,synergetic,10
126168,synergism,9
41372,synergist,9
195582,synergistic,11
126167,synergy,7
53445,synesthesia,11
194405,synesthetic,11
126170,synezesis,9
126169,synizesis,9
75121,synod,5
181736,synoecious,10
181735,synoicous,9
57485,synonym,7
94674,synonymist,10
128563,synonymity,10
190417,synonymous,10
203138,synonymously,12
128564,synonymousness,14
128562,synonymy,8
58806,synopsis,8
194407,synoptic,8
186900,synoptical,10
50658,synovia,7
194408,synovial,8
133354,synovitis,9
52383,synovium,8
192560,synsemantic,11
74776,synset,6
195022,syntactic,9
195023,syntactical,11
198961,syntactically,13
89518,syntactician,12
57566,syntagm,7
57565,syntagma,8
194409,syntagmatic,11
56600,syntax,6
126171,synthesis,9
147444,synthesise,10
94677,synthesiser,11
94675,synthesist,10
147443,synthesize,10
41373,synthesizer,11
138074,synthetic,9
167496,synthetical,11
202683,synthetically,13
41375,synthetism,10
131399,syph,4
131398,syphilis,8
94678,syphilitic,10
40041,syphon,6
118984,syringa,7
153947,syringe,7
23649,syrinx,6
71467,syrup,5
190782,syrupy,6
49034,system,6
190427,systematic,10
198814,systematically,14
56485,systematics,11
8271,systematisation,15
146000,systematise,11
190431,systematised,12
91878,systematiser,12
8464,systematism,11
94757,systematist,11
8270,systematization,15
145999,systematize,11
190430,systematized,12
91877,systematizer,12
180563,systemic,8
146002,systemise,9
91880,systemiser,10
146001,systemize,9
91879,systemizer,10
67014,systole,7
197005,systolic,8
104731,syzygy,6
127586,t,1
137453,tRNA,4
37501,tab,3
41381,tabard,6
70134,tabasco,7
71001,tabbouleh,9
184094,tabby,5
41359,tabernacle,10
131407,tabes,5
41385,tabi,4
41386,tabis,5
61832,tablature,9
165141,table,5
75489,tableau,7
41391,tablecloth,10
41392,tablefork,9
83323,tableland,9
94681,tablemate,9
41399,tablespoon,10
128191,tablespoonful,13
37500,tablet,6
41409,tabletop,8
41410,tableware,9
57229,tabloid,7
163857,taboo,5
71002,tabooli,7
41411,tabor,5
41413,taboret,7
41412,tabour,6
41414,tabouret,8
183844,tabu,4
190432,tabular,7
157179,tabularise,10
157178,tabularize,10
157180,tabulate,8
63562,tabulation,10
29895,tabulator,9
139451,tabun,5
118250,tacamahac,9
41419,tach,4
41421,tacheometer,11
41415,tachistoscope,13
63586,tachogram,9
41417,tachograph,10
41418,tachometer,10
133421,tachycardia,11
137878,tachylite,9
41420,tachymeter,10
175533,tacit,5
202684,tacitly,7
190436,taciturn,8
43939,taciturnity,11
198709,taciturnly,10
142878,tack,4
94683,tacker,6
45298,tackiness,9
2869,tacking,7
32065,tackle,6
94685,tackler,7
6385,tackling,8
190546,tacky,5
85420,taco,4
137793,taconite,8
45525,tact,4
190451,tactful,7
202685,tactfully,9
45526,tactfulness,11
54932,tactic,6
195617,tactical,8
202687,tactically,10
94686,tactician,9
57070,tactics,7
194915,tactile,7
53458,tactility,9
184379,tactless,8
202686,tactlessly,10
45571,tactlessness,12
194916,tactual,7
199759,tactually,9
128092,tad,3
23182,tadpole,7
127506,tael,4
41425,taenia,6
41428,taffeta,7
41429,taffrail,8
69035,taffy,5
38527,tag,3
94688,tagalong,8
115517,tagasaste,9
180085,tagged,6
69946,tagliatelle,11
21917,taguan,6
71459,tahini,6
19570,tail,4
5839,tailback,8
41438,tailboard,9
31083,tailcoat,8
169620,tailed,6
41435,tailfin,7
107145,tailflower,10
41437,tailgate,8
94694,tailgater,9
2595,tailing,7
169626,tailless,8
41440,taillight,9
169619,taillike,8
144363,tailor,6
13099,tailorbird,10
172983,tailored,8
5026,tailoring,9
41446,tailpiece,9
41447,tailpipe,8
33784,tailplane,9
41448,tailrace,8
31085,tails,5
2477,tailspin,8
41451,tailstock,9
104130,tailwind,8
119253,tailwort,8
155462,taint,5
168846,tainted,7
15183,taipan,6
22987,taira,5
127396,taka,4
17970,takahe,6
164684,take,4
68887,takeaway,8
67667,takedown,8
167065,taken,5
4463,takeoff,7
181592,takeout,7
9437,takeover,8
94698,taker,5
22579,takin,5
168059,taking,6
123657,takings,7
127398,tala,4
23318,talapoin,8
41454,talaria,7
142111,talc,4
139454,talcum,6
61273,tale,4
94732,talebearer,10
52559,talent,6
184621,talented,8
52785,talentlessness,14
94731,taleteller,10
132132,talipes,7
116448,talipot,7
25905,talisman,8
182075,talismanic,10
7363,talk,4
173915,talkative,9
201862,talkatively,11
43928,talkativeness,13
94127,talker,6
60035,talkie,6
201863,talkily,7
64646,talking,7
64748,talks,5
190450,talky,5
186415,tall,4
33619,tallboy,7
110650,tallgrass,9
38069,tallis,6
190471,tallish,7
38068,tallith,7
47142,tallness,8
139416,tallow,6
165281,tally,5
94704,tallyman,8
19561,talon,5
167823,taloned,7
49310,talus,5
41458,tam,3
191150,tamable,7
71658,tamale,6
23101,tamandu,7
23100,tamandua,8
23092,tamanoir,8
105278,tamarack,8
22440,tamarao,7
22439,tamarau,7
120273,tamarillo,9
23398,tamarin,7
70567,tamarind,8
115377,tamarindo,9
114051,tamarisk,8
139557,tambac,6
127133,tambala,7
41461,tambour,7
41465,tambourine,10
144365,tame,4
191151,tameable,8
190496,tamed,5
202688,tamely,6
48826,tameness,8
94705,tamer,5
41460,tammy,5
31598,tamoxifen,9
155782,tamp,4
164163,tamper,6
1549,tampering,9
41471,tampion,7
154384,tampon,6
134714,tamponade,9
134715,tamponage,9
132775,tan,3
13504,tanager,7
112598,tanbark,7
27153,tandem,6
41474,tandoor,7
105666,tanekaha,8
53405,tang,4
127340,tanga,5
117998,tangelo,7
133938,tangency,8
129099,tangent,7
185974,tangential,10
199051,tangentially,12
117984,tangerine,9
44810,tangibility,11
172536,tangible,8
44811,tangibleness,12
202689,tangibly,8
47020,tanginess,9
165467,tangle,6
113019,tanglebush,10
168948,tangled,7
4360,tango,5
117995,tangor,6
41475,tangram,7
190302,tangy,5
161914,tank,4
58070,tanka,5
6600,tankage,7
41483,tankard,7
94706,tanker,6
128195,tankful,7
182854,tanned,6
94708,tanner,6
41495,tannery,7
107258,tannia,6
197012,tannic,6
139458,tannin,6
126172,tanning,7
170171,tannish,7
41496,tannoy,6
109886,tansy,5
149261,tantalise,9
94710,tantaliser,10
179874,tantalising,11
139460,tantalite,9
149260,tantalize,9
94709,tantalizer,10
179873,tantalizing,11
199724,tantalizingly,13
135983,tantalum,8
58770,tantra,6
133810,tantrum,7
148627,tap,3
41501,tapa,4
158532,tapdance,8
35381,tape,4
180536,taped,5
41508,tapeline,8
71458,tapenade,8
43265,taper,5
184358,tapered,7
2886,tapering,8
166946,tapestried,10
41521,tapestry,8
16959,tapeworm,8
133600,taphephobia,11
38246,taphouse,8
41506,taping,6
69127,tapioca,7
22265,tapir,5
41522,tapis,5
5345,tapotement,10
41502,tappa,5
182856,tapped,6
94719,tapper,6
41524,tappet,6
66968,tapping,7
26778,taproom,7
122268,taproot,7
61731,taps,4
94718,tapster,7
153132,tar,3
61275,taradiddle,10
64012,tarantella,10
4329,tarantelle,10
131035,tarantism,9
15366,tarantula,9
31870,tarboosh,8
15450,tardigrade,10
198531,tardily,7
47539,tardiness,9
174351,tardive,7
185217,tardy,5
116257,tare,4
92623,target,6
162167,tariff,6
41531,tarmac,6
41530,tarmacadam,10
83334,tarn,4
44333,tarnish,7
168847,tarnished,9
70295,taro,4
41534,tarot,5
41536,tarp,4
22127,tarpan,6
41535,tarpaulin,9
23989,tarpon,6
59942,tarradiddle,11
71105,tarragon,8
8814,tarriance,9
166863,tarry,5
49438,tarsal,6
23519,tarsier,7
133355,tarsitis,8
52276,tarsus,6
92762,tart,4
41537,tartan,6
139013,tartar,6
197015,tartaric,8
69164,tartlet,7
202690,tartly,6
47032,tartness,8
138539,tartrate,8
109312,tarweed,7
105714,tarwood,7
6468,task,4
94723,taskmaster,10
94724,taskmistress,12
41541,tasse,5
41539,tassel,6
166947,tasseled,8
166948,tasselled,9
41540,tasset,6
161203,taste,5
49614,tastebud,8
190525,tasteful,8
202691,tastefully,10
45240,tastefulness,12
167693,tasteless,9
202693,tastelessly,11
45296,tastelessness,13
94725,taster,6
202692,tastily,7
47047,tastiness,9
6865,tasting,7
167689,tasty,5
45299,tat,3
70016,tater,5
23035,tatou,5
23024,tatouay,7
38529,tatter,6
192478,tatterdemalion,14
173618,tattered,8
201295,tattily,7
7491,tatting,7
150987,tattle,6
94730,tattler,7
94729,tattletale,10
61742,tattoo,6
192472,tatty,5
23036,tatu,4
62011,tau,3
174442,taught,6
149263,taunt,5
186164,taunting,8
202695,tauntingly,10
83340,tauon,5
46836,taupe,5
135986,taurine,7
190678,taut,4
145437,tauten,6
202697,tautly,6
135005,tautness,8
24794,tautog,6
171774,tautologic,10
171775,tautological,12
64237,tautology,9
41546,tavern,6
41548,taw,3
201416,tawdrily,8
45307,tawdriness,10
190061,tawdry,6
46872,tawniness,9
170173,tawny,5
41550,tawse,5
149190,tax,3
134892,taxability,10
190623,taxable,7
9571,taxation,8
2883,taxcut,6
94742,taxer,5
158984,taxi,4
28120,taxicab,7
94744,taxidermist,11
52688,taxidermy,9
94747,taxidriver,10
94748,taximan,7
41551,taximeter,9
178146,taxing,6
5581,taxis,5
76557,taxistand,9
41552,taxiway,7
94738,taxman,6
72561,taxon,5
94756,taxonomer,9
196173,taxonomic,9
196174,taxonomical,11
203139,taxonomically,13
94755,taxonomist,10
56488,taxonomy,8
94758,taxpayer,8
190267,taxpaying,9
22986,tayra,5
87176,tchotchke,9
62240,te,2
72153,tea,3
112222,teaberry,8
69259,teacake,7
41560,teacart,7
144098,teach,5
191146,teachable,9
94759,teacher,7
4932,teachership,11
56656,teaching,8
41566,teacup,6
128197,teacupful,9
41576,teahouse,8
120437,teak,4
41568,teakettle,9
120440,teakwood,8
170076,teal,4
74230,team,4
94763,teammate,8
94768,teamster,8
9908,teamwork,8
41571,teapot,6
142374,tear,4
88031,tearaway,8
50574,teardrop,8
191373,tearful,7
202698,tearfully,9
68311,tearfulness,11
139464,teargas,7
181439,tearing,7
58012,tearjerker,10
191385,tearless,8
41577,tearoom,7
7166,tears,5
191378,teary,5
154751,tease,5
175290,teased,6
117645,teasel,6
94770,teaser,6
41575,teashop,7
4158,teasing,7
202696,teasingly,9
117647,teasle,6
41580,teaspoon,8
128199,teaspoonful,11
51868,teat,4
68700,teatime,7
117646,teazel,6
88225,tec,3
74879,tech,4
94774,techie,6
135987,technetium,10
171172,technical,9
54284,technicality,12
198871,technically,11
94777,technician,10
52965,technicolor,11
52955,technique,9
64208,technobabble,12
75423,technocracy,11
94779,technocrat,10
187116,technological,13
199065,technologically,15
84609,technologist,12
56324,technology,10
94781,technophile,11
68541,technophilia,12
194415,technophilic,12
94782,technophobe,11
67986,technophobia,12
194416,technophobic,12
177549,techy,5
195516,tectonic,8
56317,tectonics,9
28939,teddies,7
28940,teddy,5
179716,tedious,7
199958,tediously,9
48820,tediousness,11
48821,tedium,6
41590,tee,3
165856,teem,4
166464,teeming,7
48116,teemingness,11
182728,teen,4
182729,teenage,7
182730,teenaged,8
85885,teenager,8
140228,teens,5
180214,teensy,6
180215,teentsy,7
180216,teeny,5
4685,teeoff,6
41737,teepee,6
158365,teeter,6
39584,teeterboard,11
49445,teeth,5
142675,teethe,6
126173,teething,8
174181,teetotal,8
94785,teetotaler,10
8832,teetotaling,11
8833,teetotalism,11
94787,teetotalist,11
94786,teetotaller,11
42118,teetotum,8
110892,teff,4
62118,tefillin,8
191313,teflon,6
22484,teg,3
194788,tegular,7
49039,tegument,8
14474,teiid,5
14493,teju,4
94775,tekki,5
137874,tektite,7
26339,telamon,7
74093,telco,5
60073,telecast,8
94788,telecaster,10
57311,telecasting,11
57265,telecom,7
9188,telecommerce,12
148688,telecommunicate,15
57264,telecommunication,17
4774,telecommuting,13
64731,teleconference,14
64732,teleconferencing,16
150714,telefax,7
65725,telegnosis,10
187394,telegnostic,11
60074,telegram,8
41600,telegraph,9
94789,telegrapher,11
64834,telegraphese,12
195262,telegraphic,11
202699,telegraphically,15
94790,telegraphist,12
41601,telegraphy,10
65736,telekinesis,11
3568,telemark,8
9186,telemarketing,13
41603,telemeter,9
194419,telemetered,11
9189,telemetry,9
51336,telencephalon,13
195937,teleological,12
94792,teleologist,11
55492,teleology,9
23836,teleost,7
23837,teleostan,9
187395,telepathic,10
150595,telepathise,11
91306,telepathist,11
150594,telepathize,11
65723,telepathy,9
57266,telephone,9
87005,telephoner,10
197016,telephonic,10
94798,telephonist,11
57267,telephony,9
41636,telephoto,9
41637,telephotograph,14
7468,telephotography,15
160448,teleport,8
10373,teleportation,13
41647,teleprinter,11
125434,teleprocessing,14
56351,telerobotics,12
143829,telescope,9
180660,telescoped,10
187898,telescopic,10
202701,telescopically,14
9187,teleselling,11
41645,telethermometer,15
41646,teletypewriter,14
65600,televangelism,13
94800,televangelist,13
150398,televise,8
57310,television,10
4775,teleworking,11
148689,telex,5
41679,telfer,6
41681,telferage,9
104962,teliospore,10
148094,tell,4
94812,teller,6
61741,telling,7
202702,tellingly,9
94733,telltale,8
94814,tellurian,9
194425,telluric,8
139467,telluride,9
135990,tellurium,9
41671,telly,5
197158,telocentric,11
139468,telomerase,10
52421,telomere,8
126177,telophase,9
41678,telpher,7
41680,telpherage,10
19613,telsontail,10
41682,temazepam,9
67275,temblor,7
168896,temerarious,11
45685,temerity,8
94817,temp,4
144381,temper,6
41684,tempera,7
43680,temperament,11
173483,temperamental,13
199066,temperamentally,15
3131,temperance,10
190650,temperate,9
202703,temperately,11
104229,temperateness,13
47226,temperature,11
181533,tempered,8
179682,tempering,9
104732,tempest,7
169475,tempestuous,11
134836,tempestuousness,15
55232,template,8
41358,temple,6
55233,templet,7
141334,tempo,5
178095,temporal,8
52354,temporalis,10
123540,temporality,11
198873,temporally,10
123539,temporalty,10
198398,temporarily,11
47606,temporariness,13
177026,temporary,9
144531,temporise,9
94820,temporiser,10
144530,temporize,9
94819,temporizer,10
157789,tempt,5
190240,temptable,9
53189,temptation,10
94821,tempter,7
179875,tempting,8
202418,temptingly,10
44261,temptingness,12
88663,temptress,9
71660,tempura,7
188178,ten,3
45001,tenability,10
185652,tenable,7
45002,tenableness,11
166847,tenacious,9
200191,tenaciously,11
45738,tenaciousness,13
45737,tenacity,8
8684,tenancy,7
163405,tenant,6
179344,tenanted,8
72301,tenantry,8
11809,tench,5
165905,tend,4
173545,tendencious,11
56722,tendency,8
173544,tendentious,11
202705,tendentiously,13
56784,tendentiousness,15
180926,tender,6
94829,tenderfoot,10
108270,tendergreen,11
171363,tenderhearted,13
68524,tenderheartedness,17
1954,tenderisation,13
146284,tenderise,9
191102,tenderised,10
139470,tenderiser,10
1953,tenderization,13
146283,tenderize,9
191101,tenderized,10
139469,tenderizer,10
77737,tenderloin,10
202706,tenderly,8
133147,tenderness,10
5320,tending,7
133356,tendinitis,10
194430,tendinous,9
49545,tendon,6
133357,tendonitis,10
16656,tendrac,7
122180,tendril,7
169163,tenebrific,10
19809,tenebrionid,11
169164,tenebrious,10
169162,tenebrous,9
41706,tenement,8
135258,tenesmus,8
61609,tenet,5
200325,tenfold,7
127324,tenge,5
41426,tenia,5
124849,tenner,6
3857,tennis,6
91263,tenno,5
41713,tenon,5
62280,tenor,5
94836,tenorist,8
41717,tenoroon,8
132501,tenosynovitis,13
124798,tenpence,8
41719,tenpin,6
3740,tenpins,7
23994,tenpounder,10
16655,tenrec,6
57665,tense,5
176201,tensed,6
199442,tensely,7
133535,tenseness,9
194432,tensile,7
41720,tensimeter,10
41721,tensiometer,11
3002,tension,7
194433,tensional,9
190666,tensionless,11
135003,tensity,7
54631,tensor,6
41725,tent,4
48742,tentacle,8
194435,tentacled,9
194434,tentacular,10
171847,tentative,9
199505,tentatively,11
41727,tenter,6
41728,tenterhook,10
127717,tenth,5
202707,tenthly,7
8694,tenting,7
94837,tentmaker,9
52395,tentorium,9
47477,tenuity,7
190786,tenuous,7
200112,tenuously,9
141596,tenure,6
181600,tenured,7
104973,tepal,5
41735,tepee,5
191927,tepid,5
47273,tepidity,8
201830,tepidly,7
47274,tepidness,9
71899,tequila,7
126654,terabyte,8
126453,teraflop,8
141512,terahertz,9
12040,teras,5
83347,teratogen,9
126179,teratogenesis,13
194436,teratogenic,11
56103,teratology,10
132453,teratoma,8
41738,terazosin,9
41740,terbinafine,11
135993,terbium,7
141048,terce,5
13598,tercel,6
13599,tercelet,8
141244,tercentenary,12
141243,tercentennial,13
127810,tercet,6
118634,terebinth,9
17397,teredinid,9
17398,teredo,6
170558,terefah,7
52235,teres,5
186724,terete,6
148405,tergiversate,12
6093,tergiversation,14
71661,teriyaki,8
61229,term,4
93795,termagant,9
94838,termer,6
183807,terminable,10
176245,terminal,8
198874,terminally,10
162914,terminate,9
176157,terminated,10
57522,termination,11
176220,terminative,11
88836,terminator,10
197017,terminological,14
57488,terminology,11
41748,terminus,8
20302,termite,7
124032,terms,5
18278,tern,4
127807,ternary,7
188056,ternate,7
127808,ternion,7
139471,terpene,7
4253,terpsichore,11
197018,terpsichorean,13
161451,terrace,7
77593,terrain,7
14274,terrapin,8
41754,terrarium,9
161452,terrasse,8
178091,terrene,7
77545,terreplein,10
178094,terrestrial,11
198875,terrestrially,13
168301,terrible,8
44979,terribleness,12
